Gruppe,enthalten in,Rückgabetyp,Name,Parameter,Beschreibung
Dokumentverwaltung,BGDokV.dll,bool,BGDokVDeleteDocument,"long __lDokvId,string __sMasterTableName,long __lMasterPkFieldValue,bool __bDeleteFile","Löscht das Dokument mit der angegeben DOKV_ID aus der Dokumentverwaltung.
Sind die Parameter MasterTableName und MasterFieldValue leer, kann das Dokument trotzdem gelöscht werden. In einem evtl. DeleteScript (oder in der DMS Schnittstelle), stehen diese Parameter dann jedoch auch nicht zur Verfügung.
Im Erfolgsfall gibt die Funktion TRUE zurück und BGDokVGetLastCode(); wird DOKV_RESULT_SUCCESS zurückgeben.
Sollte etwas nicht klappen, kann mit BGDokVGetLastMessage(); der Fehler abgefragt werden."
,BGDokV.dll,long,BGDokVInsertDocument,"string __sSourceFilePath,string __sTableName,long __lTablePkValue,string __sAdditionalDokVMainFieldNames,string __sAdditionalDokVMainFieldValues,string __sNavPath,long __lShowDokvDialog,string __sDokVDataLinkedFields,string __sDokVDataLinkedValues,string __sDokVDataDefaultFields,string __sDokVDataDefaultValues,long __lCreateAsLink,long __lDeleteSourceAfterCopy","Fügt ein Dokument in die Dokumentverwaltung ein und kopiert die Datei an den richtigen Ort. 
Im Erfolgsfall gibt die Funktion die generierte DOKV_ID zurück und BGDokVGetLastCode(); wird DOKV_RESULT_SUCCESS zurückgeben.
Sollte etwas nicht klappen, kann mit BGDokVGetLastMessage(); der Fehler abgefragt werden."
,BGDokV.dll,bool,BGDokVPrintDocument,"long __lDokvId,string __sMasterTableName,long __lMasterPkFieldValue","Führt den Druckbefehl für das hinter dem DokV-Eintrag stehende Dokument aus. Dabei ist dem Betriebssystem überlassen wie auf diesen Befehl reagiert wird.
Im Erfolgsfall (wenn der Druckbefehl abgesetzt werden konnte) gibt die Funktion TRUE zurück und BGDokVGetLastCode(); wird DOKV_RESULT_SUCCESS zurückgeben.
Sollte etwas nicht klappen, kann mit BGDokVGetLastMessage(); der Fehler abgefragt werden."
,BGDokV.dll,bool,BGDokVEditDocument,"long __lDokvId,string __sMasterTableName,long __lMasterPkFieldValue","Führt den Startbefehl für das hinter dem DokV-Eintrag stehende Dokument aus. Dabei ist dem Betriebssystem überlassen wie auf diesen Befehl reagiert wird.
Im Erfolgsfall (wenn der Startbefehl abgesetzt werden konnte) gibt die Funktion TRUE zurück und BGDokVGetLastCode(); wird DOKV_RESULT_SUCCESS zurückgeben.
Sollte etwas nicht klappen, kann mit BGDokVGetLastMessage(); der Fehler abgefragt werden."
,BGDokV.dll,long,DOKV_RESULT_SUCCESS,,
,BGDokV.dll,long,DOKV_RESULT_CANNOT_CREATE_DIR,,
,BGDokV.dll,long,DOKV_RESULT_DB_EXCEPTION,,
,BGDokV.dll,long,DOKV_RESULT_FILE_ALREADY_EXISTS,,
,BGDokV.dll,long,DOKV_RESULT_FILE_CREATION_FROM_TEMPLATE_FAILED,,
,BGDokV.dll,long,DOKV_RESULT_FILE_IS_ARCHIVED,,
,BGDokV.dll,long,DOKV_RESULT_FILE_IS_CHECKED_OUT,,
,BGDokV.dll,long,DOKV_RESULT_FILE_NOT_FOUND,,
,BGDokV.dll,long,DOKV_RESULT_FILE_SAVE_FAILED,,
,BGDokV.dll,long,DOKV_RESULT_INVALID_DOKV_ID,,
,BGDokV.dll,long,DOKV_RESULT_INVALID_FILE_NAME,,
,BGDokV.dll,long,DOKV_RESULT_INVALID_FILE_TYPE,,
,BGDokV.dll,long,DOKV_RESULT_INVALID_PARENT_DATA,,
,BGDokV.dll,long,DOKV_RESULT_INVALID_TABLE_NAME,,
,BGDokV.dll,long,DOKV_RESULT_OPERATION_ABORTED,,
,BGDokV.dll,long,DOKV_RESULT_SYSTEM_ERROR,,
,BGDokV.dll,string,BGDokVGetLastMessage,,Gibt das Resultat der letzten ausgeführten DokV-Funktion als String zurück.
,BGDokV.dll,long,BGDokVGetLastResult,,"Gibt das Resultat der letzten ausgeführten DokV-Funktion als long Konstante zurück (Im Erfolgsfall: DOKV_RESULT_SUCCESS).
Siehe Beschreibung der Konstanten."
,BGDokV.dll,long,DOKV_RESULT_FILE_PATH_TOO_LONG,,
,BGDokV.dll,string,BGGetPathFromUncMap,string __sPath,"Der Laufwerksbuchstabe des übergebenen Pfads wird durch den im Repository im UNC-Mapping definierten Wert ersetzt.
Wurde für den spezifischen Laufwerkbuchstaben kein UNC-Mapping hinterlegt, wird der Pfad unverändert zurückgegeben."
,BGDokV.dll,string,BGDokVGetBaseDir,"string __sTablename,long __lPk","Retourniert das Basisverzeichnis der Dokumentenverwaltung anhand der angegebenen Tabelle und Primarykey.
Wenn kein Verzeichnis ermittelt werden kann, wird ein leerer String zurückgegeben.
Die Funktion prüft nicht, ob das Verzeichnis existiert."
,BGDokV.dll,bool,BGDokVCreateFolders,"string __sTablename,long __lPk","Erstellt die Ordnerstruktur der Dokumentenverwaltung anhand der angegebenen Tabelle und Primarykey.
Falls auf der gewählten Tabelle ein Verzeichnisnavigator gesetzt ist, werden sämtliche definierten Unterordner angelegt.
Retourniert im Erfolgsfall true.

Mittels BGDokVGetLastResult() kann das Resultat als Long Konstante, mit BGDokVGetLastMessage als Text ausgegeben werden."
MSExcel,BGExcel.sct,long,XLSetRowAutoFit,"String __FromRange,String __ToRange",Setzt die Höhe einer Zeile automatisch auf den text bei gesetzter Spaltenbreite.
BGGeography,BGGeography.sct,BGGeo_GeographicPoint,BGGeo_ConvertStringToGeography,string __sGeoPoint,"Der Funktion kann ein String mit Koordinaten im Format 
""X.XXXXXX / Y.YYYYYY / Z"" (Längengrad / BreitenGrad / Höhe)
übergeben werden.
Als Rückgabewert erhält man ein Objekt der Klassse ""BGGeo_GeographicPoint""."
,BGGeography.sct,string,BGGeo_ConvertGeographyToString,BGGeo_GeographicPoint __cGeoPoint,"Der Funktion muss als Parameter ein Objekt der Klasse ""BGGeo_GeographicPoint"" übergeben werden.
Als Rückgabewert erhält man ein string im Format ""X.XXXXXX / Y.YYYYYY / Z"" (Längengrad / BreitenGrad / Höhe)."
BormGPE,BGGPEHelper.sct,list<long>,BGGpeGetAllParentNodes,"long __lCurrentNode,bool __bIncludeCurrentNode","Bringt alle Parentnods vom angegebenen Node als List zurück.
Optional mit oder ohne aktuellem Node.
Mainnode ist nie enthalten!"
,BGGPEHelper.sct,list<long>,BGGpeGetAllChildNodes,"long __lCurrentNode,bool __bIncludeCurrentNode","Bringt alle Childnods vom angegebenen Node als List zurück.
Optional mit oder ohne aktuellem Node.
Mainnode ist nie enthalten!"
,BGGPEHelper.sct,list<long>,BGGpeCopyDocumentsToNode,"long __lToNode,string __sToDokvMainFieldName,string __sFromDokvMainFieldName,long __lFromMasterPKFieldValue,long __lFromPeUniqueId",Kopiert alle Dokumente von einer Position auf den Node
LagerfuehrungEx,BGLagerfuehrungEx.sct,bool,BGLFTS_WAReservate,"long __lPdId,long __lLfLagerId,long __lLfStatusId,double __dMenge,string __sResTermin,long __lBelegTypId,long __lBelegId,string __sBemerkung,string __sAdditionalDataFields,string __sAdditionalDataValues",
,BGLagerfuehrungEx.sct,bool,BGLFTS_WEReservate,"long __lPdId,long __lLfLagerId,long __lLfStatusId,double __dMenge,string __sResTermin,long __lBelegTypId,long __lBelegId,string __sBemerkung,string __sAdditionalDataFields,string __sAdditionalDataValues",
,BGLagerfuehrungEx.sct,bool,BGLFTS_WABook,"long __lPdId,long __lLfLagerId,long __lLfStatusId,double __dMenge,long __lBelegTypId,long __lBelegId,string __sBemerkung,string __sAdditionalDataFields,string __sAdditionalDataValues",
,BGLagerfuehrungEx.sct,bool,BGLFTS_WEBook,"long __lPdId,long __lLfLagerId,long __lLfStatusId,double __dMenge,long __lBelegTypId,long __lBelegId,string __sBemerkung,string __sAdditionalDataFields,string __sAdditionalDataValues",
,BGLagerfuehrungEx.sct,bool,BGLFTS_WABookUnplanned,"long __lPdId,long __lLfLagerId,long __lLfStatusId,double __dMenge,long __lBelegTypId,long __lBelegId,string __sBemerkung,string __sAdditionalDataFields,string __sAdditionalDataValues",
,BGLagerfuehrungEx.sct,bool,BGLFTS_WEBookUnplanned,"long __lPdId,long __lLfLagerId,long __lLfStatusId,double __dMenge,long __lBelegTypId,long __lBelegId,string __sBemerkung,string __sAdditionalDataFields,string __sAdditionalDataValues",
,BGLagerfuehrungEx.sct,bool,BGLFTS_WAReservateStorno,"long __lPdId,long __lLfLagerId,long __lLfStatusId,double __dMenge,string __sResTermin,long __lBelegTypId,long __lBelegId,string __sBemerkung,string __sAdditionalDataFields,string __sAdditionalDataValues",
,BGLagerfuehrungEx.sct,bool,BGLFTS_WEReservateStorno,"long __lPdId,long __lLfLagerId,long __lLfStatusId,double __dMenge,string __sResTermin,long __lBelegTypId,long __lBelegId,string __sBemerkung,string __sAdditionalDataFields,string __sAdditionalDataValues",
,BGLagerfuehrungEx.sct,bool,BGLFTS_WAStorno,"long __lPdId,long __lLfLagerId,long __lLfStatusId,double __dMenge,long __lBelegTypId,long __lBelegId,string __sBemerkung,string __sAdditionalDataFields,string __sAdditionalDataValues",
,BGLagerfuehrungEx.sct,bool,BGLFTS_LagerUmbuchung,"long __lPdId,double __dMenge,long __AusgangsLager,long __AusgangsStatusId,long __EingangsLager,long __EingangsStatusId,long __lBelegTypId,long __lBelegId,string __sBemerkung,string __sAdditionalDataFields,string __sAdditionalDataValues",
,BGLagerfuehrungEx.sct,bool,BGLFTS_Inventur,"long __lPdId,long __lLfLagerId,long __lLfStatusId,double __dMenge,string __sTermin,long __lBelegId,string __sBemerkung,string __sAdditionalDataFields,string __sAdditionalDataValues",
,BGLagerfuehrungEx.sct,bool,BGLFTS_AdjustBestaende,"long __lPdId,long __lLfLagerId,long __lLfStatusId,string __CheckDate",
,BGLagerfuehrungEx.sct,bool,BGLFTS_WAReservateBeleg,"long __lBelegId,long __lBelegTypId,string __sAdditionalDataFields,string __sAdditionalDataValues",
,BGLagerfuehrungEx.sct,bool,BGLFTS_WEReservateBeleg,"long __lBelegId,long __lBelegTypId,string __sAdditionalDataFields,string __sAdditionalDataValues",
,BGLagerfuehrungEx.sct,long,BGLFTS_GetLastErrorMainId,,"Returns the last ERROR_MAIN_ID, when an error in the functions
BGLFTS_WAReservateBeleg
BGLFTS_WEReservateBeleg
occured."
,BGLagerfuehrungEx.sct,long,BGLFTS_GetLastResult,,"Returns the last errorCode written by the BGLFTS-functions. These are the possible ErrorCodes:
const long LF_NOERROR				=    0;
const long LF_ERR_NO_LICENSE			=    1;
const long LF_ERR_RECORD_LOCKED			=    2;
const long LF_ERR_REQUIRE_LF_LAGER_ID		=    3;
const long LF_ERR_REQUIRE_LF_STATUS_ID		=    4;
const long LF_ERR_REQUIRE_BELEGTYP_ID		=    5;
const long LF_ERR_REQUIRE_BELEG_ID		=    6;
const long LF_ERR_REQUIRE_MENGE			=    7;
const long LF_ERR_REQUIRE_TERMIN			=    8;
const long LF_ERR_INVALIDE_MENGE			=    9;
const long LF_ERR_SQL_EXCEPTION			=   10;
const long LF_ERR_LOCKED_PRODUCT_LAGER	=   11;
const long LF_ERR_CHECK_SYS_ERR_MAIN		=   12;
const long LF_ERR_LOCKED_LAGER			=   13;
const long LF_ERR_LOCKED_STATUS			=   14;
const long LF_ERR_INVALID_BOOKDATE		=   15;"
,BGLagerfuehrungEx.sct,bool,BGLFTS_WEStorno,"long __lPdId,long __lLfLagerId,long __lLfStatusId,double __dMenge,string __sBuchungsTermin,long __lBelegTypId,long __lBelegId,string __sBemerkung,string __sAdditionalDataFields,string __sAdditionalDataValues",Funktion zur Stornierung eines Wareneingangs.
,BGLagerfuehrungEx.sct,bool,BGLFTS_WAReservateStornoBeleg,"long __lBelegId,long __lBelegTypId,string __sAdditionalDataFields,string __sAdditionalDataValues",Funktion zur Stornierung der Warenausgangsreservationen eines Belegs.
,BGLagerfuehrungEx.sct,bool,BGLFTS_WEReservateStornoBeleg,"long __lBelegId,long __lBelegTypId,string __sAdditionalDataFields,string __sAdditionalDataValues",Funktion zur Stornierung der Wareneingangsreservationen eines Belegs.
,BGLagerfuehrungEx.sct,string,BGLF_GetError,long __ErrCode,Diese Funktion liefert den Text zur entsprechenden Error-Konstante welche von der Funktion BGLFTS_GetLastResult() zurückgegeben wurde.
,BGLagerfuehrungEx.sct,long,BGLF_GetBelegTypId,"string __TableName,string __PkFieldName","Returniert die BelegTypeId zur angegebenen Tabelle mit dem angegeben Primärschlüssel.
Die Daten dazu sind in der Tabelle LF_BELEGTYPEN gespeichert."
,BGLagerfuehrungEx.sct,string,BGLF_GetBelegField,"string __TableName,string __PkFieldName","Returniert den Feldnamen der angegebenen Belegtabelle mit dem angegeben Primärschlüssel.
Die Daten dazu sind in der Tabelle LF_BELEGTYPEN gespeichert."
,BGLagerfuehrungEx.sct,long,BGLF_GetBuchungslagerId,"long __lPdID,long __lReservationsLagerId,bool __bUseVorzugslager","Diese Funktion versucht, zum angegebenen Reservationslager und Artikel, ein Buchungslager zu ermitteln.
Gibt es genau ein mögliches Buchungslager, wird dieses zurückgegeben.
Gibt es mehrere mögliche Buchungslager, so wird das vordefinierte Vorzugslager zurückgegeben, sofern der Parameter ""__bUseVorzugslager"" auf ""true"" gesetzt wurde und für diese Reservationslager und diesen Artikel eines definiert wurde.
Wenn kein Buchungslager ermittelt werden konnte, weil keines oder mehrere Mögliche existieren, wird 0 zurückgegeben."
Mail,BGMail.sct,void,CTOMailSupressSignature,long __Supress,Unterdrückt das automatische Anhängen von Signaturen.
PdfBox,BGPdfBoxWrapper.dll,long,PDFBOX_RESULT_SUCCESSFUL,,
,BGPdfBoxWrapper.dll,long,PDFBOX_RESULT_UNABLE_TO_LOAD_PDFFILE,,
,BGPdfBoxWrapper.dll,long,PDFBOX_RESULT_UNABLE_TO_SAVE_PDFFILE,,
,BGPdfBoxWrapper.dll,long,PDFBOX_RESULT_UNABLE_TO_READ_DATAFILE,,
,BGPdfBoxWrapper.dll,long,BGPDF_ConvertPdfToPdfA3,"string __sInputPdfPath,string __sOutputPdfPath",
,BGPdfBoxWrapper.dll,long,BGPDF_AttachFileToPdfA3,"string __sInputPdfPath,string __sInputFilePath,string __sFileNameForDictonary,string __sRelationship,string __sDescription,string __sSubType,string __sOutputPdfPath",
,BGPdfBoxWrapper.dll,long,BGPDF_CreateZUGFeRDPdf,"string __sInputPdfPath,string __sInputFilePath,string __sFileNameForDictonary,string __sRelationship,string __sDescription,string __sSubType,string __sOutputPdfPath",
,BGPdfBoxWrapper.dll,long,BGPDF_GetLastResult,,
,BGPdfBoxWrapper.dll,string,BGPDF_GetLastMessage,,
,BGPdfBoxWrapper.dll,long,PDFBOX_RESULT_NO_ZUGFERD_PERMISSION,,
,BGPdfBoxWrapper.dll,bool,BGPDF_ExtractEmbeddedFiles,"string __sInputPdfPath,string __sOutputDirectoryPath",
Variablengruppen Dialog,BGProduktVariablen.sct,long,PVDialog,long _p_pd_id,Ruft den Variablendialog auf und gibt 1 zurück wenn dieser mit OK beendet wurde
,BGProduktVariablen.sct,long,PVGetVariablenAnzahl,,Gibt die Anzahl der Variablen zurück
,BGProduktVariablen.sct,string,PVGetVariablenName,long _p_idx,Gibt den Namen der angegebenen Variable zurück
,BGProduktVariablen.sct,long,PVGetVariablenID,long _p_idx,Gibt die ID der angegebenen Variable zurück
,BGProduktVariablen.sct,long,PVGetVariableIsLocked,long _p_idx,Gibt 1 zurück wenn die angegebene Variable Gesperrt ist
,BGProduktVariablen.sct,long,PVGetVariableIsHidden,long _p_idx,Gibt 1 zurück wenn die angegebene Variable Versteckt ist
,BGProduktVariablen.sct,long,PVGetVariablenType,"long _p_idx,long _p_bereich","Gibt den Typ der angegebenen Variable zurück (A=1,I=2,N=3)"
,BGProduktVariablen.sct,string,PVGetVariableAsString,"long _p_idx,long _p_bereich",Gibt den Wert der angegebenen Variablen aus dem angegebenen Bereich als String zurück
,BGProduktVariablen.sct,long,PVGetVariableAsLong,"long _p_idx,long _p_bereich",Gibt den Wert der angegebenen Variablen aus dem angegebenen Bereich als Long zurück
,BGProduktVariablen.sct,double,PVGetVariableAsDouble,"long _p_idx,long _p_bereich",Gibt den Wert der angegebenen Variablen aus dem angegebenen Bereich als Double zurück
ReportEngine,BGReportEngine.sct,string,BGGetBatchPrinterNameWithClient,"string __BatchPrintersFilePath,string __ClientName,long __PrinterNumber",
WebUtils,BGScriptRTL.dll,long,WEBUTILS_POST_CONTENT_TYPE_DEFAULT,,
,BGScriptRTL.dll,long,WEBUTILS_POST_CONTENT_TYPE_TEXT,,
,BGScriptRTL.dll,long,WEBUTILS_POST_CONTENT_TYPE_HTML,,
,BGScriptRTL.dll,long,WEBUTILS_POST_CONTENT_TYPE_XML,,
,BGScriptRTL.dll,long,WEBUTILS_POST_CONTENT_TYPE_JSON,,
UserManagement,BGScriptUserManagement.sct,bool,BGResetPassword,"string __sUserName,string __sPassword","Setzt das Passwort des Benutzers (zurück).
Kann nur mit Projektleiterlizenz ausgeführt werden!

Rückgabewert gibt an, ob der Vorgang erfolgreich war."
,BGScriptUserManagement.sct,bool,BGUserAdmin_RenameUser,"string __sOldUserName,string __sNewUserName","Ändert den Benutzernamen transaktionssicher.
Die folgenden Felder werden geändert:
- ST_MITARBEITER.USERNAME (oder äquivalent)
- ST_SACHBEARBEITER.BENUTZERNAME
- SYS_USER.USR_NAME
- META_WEB_USER.USR_NAME

Rückgabewert gibt an, ob der Vorgang erfolgreich war."
,BGScriptUserManagement.sct,string,BGUserAdmin_GetMitarbeiterUserNameField,,"Ruft die Bezeichnung des User Name Feldes in ST_MITARBEITER ab.

Rückgabewert ist die Bezeichnung des Feldes."
MSExcel,BGVex.sct,string,VEX,"string _s_tablename,string _s_statement,long _s_sys_list_id,long __p_isAdmin",Eröffnet eine variable Excel Ausgabe Sitzung. Wenn Vorlagen vorhanden sind wird der Auswahldialog angezeigt ansonsten erschein direkt der Dialog zur Definition der Ausgabe.
,BGVex.sct,long,VEXGetItemCount,,Gibt die Anzahl der Spalten zurück.
,BGVex.sct,string,VEXGetItemFont,long _l_item,Gibt die Schriftart zurück in der die Spalte ausgegeben werden soll.
,BGVex.sct,long,VEXGetItemFontSize,long _l_item,Gibt die Grösse der Schriftart zurück.
,BGVex.sct,long,VEXItemAlignment,long _l_item,Gibt die horizontale Ausrichtung der Spalte zurück. Der Wert kann entspricht bereits den Excel-Konstanten für die Ausrichtung.
,BGVex.sct,long,VEXItemAlignmentV,long _l_item,Gibt die vertikale Ausrichtung der Spalte zurück. Der Wert kann entspricht bereits den Excel-Konstanten für die Ausrichtung.
,BGVex.sct,long,VEXGetItemFontBold,long _l_item,Gibt 1 zurück wenn die Spalte Fett dargestellt werden soll.
,BGVex.sct,long,VEXGetItemFontItalic,long _l_item,Gibt 1 zurück wenn die Spalte Kursiv dargestellt werden soll.
,BGVex.sct,long,VEXGetItemAutofit,long _l_item,"Gibt 1 zurück, wenn die Spalte mit der Nummer i auf automatische Breite steht."
,BGVex.sct,long,VEXGetItemSumme,long _l_item,"Gibt 1 zurück, wenn die Spalte summiert werden soll."
,BGVex.sct,string,VEXGetItemName,long _l_item,Gibt den Namen der Spalte zurück.
,BGVex.sct,long,VEXGetItemNumerisch,long _l_item,Gibt 1 zurück wenn die Spalte numerisch ist.
,BGVex.sct,long,VEXGetItemColumnBorderBottom,long _l_item,Gibt 1 zurück wenn die Zelle einen Rahmen unten erhalten soll.
,BGVex.sct,long,VEXGetItemColumnBorderRight,long _l_item,Gibt 1 zurück wenn die Zelle einen Rahmen rechts erhalten soll.
,BGVex.sct,long,VEXGetItemColumnBorderLeft,long _l_item,Gibt 1 zurück wenn die Zelle einen Rahmen links erhalten soll.
,BGVex.sct,long,VEXGetItemColumnBorderTop,long _l_item,Gibt 1 zurück wenn die Zelle einen Rahmen oben erhalten soll.
,BGVex.sct,string,VEXGetItemNumberFormat,long _l_item,Gibt das Nummernformat zurück in der die Spalte formatiert werden soll.
,BGVex.sct,long,VEXGetSheetBorderBottom,,"Gibt zurück, ob der untere Rahmen der gesamten Ausgabe gezeichnet werden soll."
,BGVex.sct,long,VEXGetSheetBorderLeft,,"Gibt zurück, ob der linke Rahmen der gesamten Ausgabe gezeichnet werden soll."
,BGVex.sct,long,VEXGetSheetBorderRight,,"Gibt zurück, ob der rechte Rahmen der gesamten Ausgabe gezeichnet werden soll."
,BGVex.sct,long,VEXGetSheetBorderTop,,"Gibt zurück, ob der obere Rahmen der gesamten Ausgabe gezeichnet werden soll."
,BGVex.sct,string,VEXGetFilterName,,Gibt den Name des Filters zurück der aufgerufen wird. Wird keine Vorlage verwendet wird nichts zurück gegeben.
,BGVex.sct,string,VEXLoadSchema,"long _l_templateId,long _s_sys_list_id","Gibt das Sql-Statement für den variable Excel Ausgabe für ein spezifische Vorlage zurück.

NOTE: Diese Funktion hat auch schon vor Version existiert. Auf V31.0 wurde der erste Parameter von 'string Schemaname' auf 'long _l_templateId' geändert und der 'string _s_tablename' Parameter entfernt."
